210,242,80,100.0
Z197,28
G304,Z23,Z6,10.0,Z142
G527,Z23,Z6,1.25,Z128
G1220,Z146,Z43,10.0,null
G1306,Z23,Z6,10.0,null
G1222,Z141,Z138,1.25,Z73
G1257,Z23,Z6,10.0,null
G1223,Z34,Z29,10.0,null
G1224,Z34,Z29,10.0,null
G1225,Z34,Z29,10.0,null
G1227,Z34,Z29,10.0,null
G1228,Z146,Z23,1.25,Z121
G1230,Z146,Z23,1.25,Z57,Z207
G1231,Z23,Z6,1.25,Z142
G1232,Z23,Z6,1.25,null
G1202,Z23,Z6,10.0,null
G322,Z23,Z6,10.0,Z128
G2059,Z23,Z6,10.0,null
G2143,Z23,Z6,10.0,null
G700,Z23,Z6,10.0,Z142
G40,Z23,Z6,10.0,Z129
G1271,Z23,Z6,10.0,Z142
G1057,Z23,Z6,10.0,Z128
G1768,Z23,Z6,10.0,Z129
G887,Z23,Z6,10.0,Z129
G1793,Z23,Z6,1.25,Z129
G2442,Z23,Z6,1.25,null
G308,Z23,Z6,1.25,null
G2337,Z23,Z6,1.25,Z128
G2176,Z23,Z6,1.25,Z128
G859,Z23,Z6,1.25,Z142
G858,Z146,Z23,1.25,Z162
G1859,Z146,Z23,1.25,Z207
G2166,Z34,Z29,10.0,null
G1996,Z34,Z29,10.0,null
G2461,Z34,Z29,10.0,null
G307,Z34,Z29,10.0,null
G1785,Z141,Z138,1.25,Z73
G1237,Z146,Z43,10.0,null
G2884,Z6,Z128,10.0,null
G352,Z134,Z171,10.0,null
G2811,Z156,Z151,10.0,null
G2817,Z156,Z151,10.0,null
G1676,Z156,Z151,10.0,null
G2293,Z156,Z151,10.0,null
G1937,Z18,Z70,10.0,Z111,Z193,Z203
G476,Z18,Z70,10.0,Z53,Z63
G600,Z18,Z70,10.0,Z55,Z63
G2180,Z18,Z70,10.0,null
G2113,Z18,Z70,10.0,Z55,Z155,Z123
G2395,Z18,Z70,10.0,Z63,Z191,Z203
G1247,Z18,Z70,10.0,Z197
G2883,Z18,Z70,1.25,null
G2630,Z18,Z70,1.25,null
G2610,Z18,Z70,1.25,Z127
G2583,Z18,Z70,1.25,null
G1821,Z18,Z70,1.25,null
G547,Z18,Z70,1.25,null
G587,Z18,Z70,1.25,Z104,Z12,Z190
G707,Z46,Z29,1.25,Z40,Z57,Z23
G1275,Z178,Z46,1.25,null
G438,Z201,Z118,10.0,null
G1276,Z178,Z46,1.25,null
G1277,Z178,Z46,1.25,null
G2815,Z201,Z118,10.0,null
G1278,Z178,Z46,1.25,null
G2443,Z201,Z118,10.0,null
G1279,Z178,Z46,1.25,null
G1858,Z201,Z118,10.0,null
G1280,Z178,Z46,1.25,null
G2523,Z158,Z108,10.0,null
G1281,Z178,Z46,1.25,null
G1282,Z178,Z46,1.25,null
G1284,Z178,Z46,1.25,null
G1285,Z178,Z46,1.25,null
G2649,Z158,Z108,10.0,null
G2624,Z158,Z108,10.0,null
G2388,Z198,Z112,100.0,null
G2095,Z59,Z0,1.25,null
G1297,Z178,Z46,1.25,null
G1518,Z208,Z164,10.0,Z58
G263,Z156,Z184,10.0,null
G1300,Z178,Z46,1.25,null
G637,Z156,Z184,10.0,null
G1302,Z178,Z46,1.25,null
G1303,Z178,Z46,1.25,null
G2043,Z156,Z184,10.0,null
G1304,Z178,Z46,1.25,null
G2088,Z156,Z184,10.0,null
G323,Z70,Z150,10.0,null
G1307,Z178,Z46,10.0,null
G1308,Z178,Z46,10.0,null
G1309,Z178,Z46,10.0,null
G1310,Z178,Z46,10.0,null
G1311,Z178,Z46,10.0,null
G1318,Z178,Z46,10.0,null
G1320,Z178,Z46,10.0,null
G1322,Z178,Z46,10.0,null
G1323,Z178,Z46,10.0,null
G1325,Z178,Z46,10.0,null
G1326,Z178,Z46,10.0,null
G1327,Z178,Z46,10.0,null
G1328,Z178,Z46,10.0,null
G1329,Z178,Z46,1.25,null
G1331,Z178,Z46,1.25,null
G2321,Z160,Z162,10.0,Z54
G1861,Z155,Z18,10.0,Z111,Z55
G1729,Z58,Z84,10.0,null
G1105,Z58,Z84,10.0,null
G1338,Z178,Z46,1.25,null
G2999,Z46,Z102,10.0,null
G1339,Z178,Z46,1.25,null
G2076,Z58,Z84,10.0,null
G1340,Z178,Z46,1.25,null
G1715,Z46,Z102,10.0,null
G1341,Z44,Z206,100.0,null
G2846,Z46,Z102,10.0,null
G983,Z65,Z115,10.0,null
G1342,Z186,Z197,10.0,Z18,Z53,Z175
G1343,Z186,Z197,10.0,Z105
G1620,Z65,Z115,10.0,null
G1344,Z186,Z197,10.0,Z18
G1347,Z186,Z197,10.0,null
G1348,Z27,Z164,10.0,Z50,Z147,Z89
G1349,Z160,Z23,10.0,Z162,Z207
G1683,Z186,Z6,10.0,null
G558,Z186,Z6,10.0,null
G1357,Z160,Z23,10.0,null
G2141,Z186,Z6,10.0,null
G802,Z186,Z6,10.0,null
G1358,Z109,Z108,2.5,null
G194,Z186,Z6,10.0,null
G1360,Z109,Z108,2.5,null
G15,Z6,Z186,100.0,null
G1363,Z109,Z108,2.5,null
G1364,Z109,Z108,2.5,null
G1567,Z186,Z6,10.0,null
G1365,Z18,Z7,10.0,null
G1916,Z71,Z46,1.25,null
G19,Z6,Z186,100.0,null
G1366,Z18,Z7,100.0,null
G1368,Z190,Z30,1.25,null
G1369,Z190,Z30,1.25,null
G2509,Z155,Z18,10.0,Z111
G1370,Z27,Z95,10.0,null
G1148,Z178,Z75,10.0,Z62,Z14
G805,Z178,Z75,10.0,Z153,Z179
G1294,Z178,Z75,10.0,Z15
G1229,Z178,Z75,10.0,Z209
G1379,Z94,Z40,10.0,Z68
G1462,Z178,Z75,10.0,null
G1261,Z178,Z75,10.0,Z176
G1380,Z177,Z96,10.0,null
G259,Z178,Z75,10.0,Z31
G1381,Z176,Z117,10.0,null
G1382,Z160,Z121,1.25,Z35
G1403,Z178,Z75,10.0,Z176,Z126
G1384,Z160,Z121,1.25,Z35
G1539,Z178,Z75,10.0,null
G20,Z70,Z6,100.0,null
G857,Z178,Z75,10.0,Z153
G25,Z70,Z6,100.0,null
G22,Z6,Z70,100.0,null
G18,Z6,Z70,100.0,null
G1386,Z70,Z6,1.25,Z155,Z128
G337,Z65,Z115,10.0,null
G1619,Z83,Z28,100.0,null
G1201,Z65,Z115,10.0,null
G1392,Z6,Z70,2.5,Z175,Z123
G532,Z155,Z19,10.0,Z175
G1394,Z6,Z70,2.5,Z97,Z106,Z42
G1395,Z6,Z70,2.5,Z97,Z63,Z123
G1581,Z202,Z53,10.0,null
G1396,Z6,Z70,10.0,Z78
G2772,Z130,Z168,100.0,null
G1397,Z6,Z70,10.0,Z45
G2741,Z74,Z124,100.0,null
G1398,Z6,Z70,10.0,Z104
G1409,Z178,Z75,10.0,null
G1376,Z178,Z75,10.0,Z71,Z9,Z179
G1399,Z6,Z70,1.25,null
G1400,Z6,Z70,10.0,Z97,Z78,Z91
G1401,Z6,Z70,10.0,Z18,Z78
G1579,Z178,Z75,10.0,null
G1402,Z6,Z70,10.0,Z97,Z123,Z42
G283,Z109,Z91,2.5,Z52
G2488,Z109,Z91,2.5,null
G2323,Z109,Z91,10.0,Z63
G2505,Z109,Z91,2.5,null
G1411,Z6,Z70,10.0,Z23
G1415,Z70,Z116,10.0,Z172,Z59
G1413,Z6,Z70,10.0,Z18,Z105,Z42
G1673,Z109,Z91,2.5,null
G1269,Z70,Z116,10.0,Z148,Z12
G1414,Z6,Z70,10.0,Z97,Z123,Z191
G1416,Z6,Z70,10.0,Z55
G2279,Z70,Z116,1.25,Z30,Z16,Z41
G1418,Z6,Z70,10.0,Z97,Z197
G1582,Z116,Z70,1.25,Z183,Z59
G829,Z116,Z70,1.25,null
G1419,Z6,Z70,10.0,Z197
G1420,Z6,Z70,10.0,null
G1421,Z6,Z70,10.0,null
G1423,Z6,Z70,10.0,null
G1424,Z6,Z70,10.0,Z53,Z105
G946,Z178,Z75,10.0,Z14,Z126
G2500,Z99,Z53,10.0,null
G1430,Z6,Z70,10.0,Z104,Z111
G1677,Z99,Z53,10.0,null
G1431,Z6,Z70,10.0,null
G2710,Z99,Z53,10.0,null
G423,Z99,Z53,10.0,null
G1434,Z6,Z70,10.0,null
G1436,Z4,Z197,10.0,null
G1777,Z109,Z91,2.5,null
G1437,Z84,Z150,1.25,Z182
G1438,Z138,Z20,1.25,null
G2445,Z138,Z20,1.25,Z8
G65,Z109,Z91,2.5,Z63
G1439,Z84,Z150,1.25,Z208,Z199,Z33
G1440,Z99,Z53,10.0,null
G1441,Z84,Z150,1.25,Z208,Z74
G1442,Z99,Z53,10.0,null
G2361,Z109,Z91,2.5,null
G1443,Z84,Z150,1.25,null
G1444,Z99,Z53,10.0,null
G1445,Z59,Z70,10.0,null
G1446,Z99,Z53,10.0,null
G2260,Z109,Z91,2.5,Z105
G1447,Z178,Z75,10.0,null
G1448,Z161,Z138,10.0,null
G1449,Z178,Z75,10.0,null
G1450,Z178,Z75,10.0,Z76,Z9,Z62
G1451,Z178,Z75,10.0,Z76,Z9,Z62
G1453,Z178,Z75,10.0,Z71
G545,Z116,Z70,1.25,null
G1334,Z116,Z70,1.25,Z41,Z0,Z172
G2465,Z116,Z70,1.25,null
G1974,Z116,Z70,1.25,Z172,Z190
G1461,Z172,Z70,1.25,Z190
G1463,Z161,Z138,1.25,null
G2998,Z116,Z70,10.0,null
G1464,Z172,Z70,10.0,Z127
G1465,Z161,Z138,1.25,null
G2681,Z116,Z70,10.0,null
G1466,Z172,Z70,10.0,Z190
G1467,Z29,Z197,2.5,Z108,Z63,Z91
G2933,Z116,Z70,1.25,null
G274,Z116,Z70,10.0,Z190
G1468,Z29,Z197,10.0,Z52,Z105
G1469,Z46,Z40,1.25,null
G1470,Z178,Z75,10.0,Z36
G1471,Z29,Z197,1.25,null
G1472,Z46,Z40,1.25,Z141
G1863,Z116,Z70,1.25,Z16,Z148
G1473,Z178,Z75,10.0,Z62,Z209
G1474,Z29,Z197,10.0,Z108,Z105
G1476,Z46,Z40,1.25,null
G1651,Z116,Z70,10.0,Z41,Z148
G1479,Z178,Z75,10.0,Z179,Z14,Z31
G1480,Z103,Z6,10.0,Z107
G1481,Z46,Z40,10.0,null
G1482,Z178,Z75,10.0,Z77
G1483,Z103,Z6,1.25,Z205,Z35,Z207
G1484,Z46,Z40,10.0,Z73
G1485,Z178,Z75,10.0,Z71,Z179,Z176
G1486,Z103,Z6,1.25,Z35,Z54,Z142
G1487,Z46,Z40,10.0,Z73
G1488,Z178,Z75,10.0,Z86
G1490,Z103,Z6,1.25,null
G1491,Z46,Z40,10.0,null
G1492,Z178,Z75,10.0,Z71,Z86
G1494,Z178,Z75,10.0,null
G1496,Z178,Z75,10.0,Z86,Z120,Z126
G1497,Z130,Z168,100.0,null
G2918,Z116,Z70,10.0,null
G2257,Z116,Z70,10.0,Z59
G1502,Z46,Z40,10.0,Z73
G1658,Z116,Z70,10.0,null
G1503,Z46,Z40,10.0,null
G2124,Z116,Z70,1.25,Z100,Z16,Z172
G436,Z116,Z70,1.25,Z41,Z16,Z0
G1504,Z46,Z207,10.0,Z40,Z20,Z54
G1505,Z103,Z107,10.0,null
G1995,Z116,Z70,1.25,null
G1272,Z116,Z70,1.25,Z100
G1506,Z103,Z107,10.0,null
G1507,Z74,Z124,100.0,null
G764,Z116,Z70,1.25,Z100
G1508,Z155,Z19,10.0,null
G1509,Z92,Z152,100.0,null
G613,Z116,Z70,1.25,null
G1510,Z202,Z53,10.0,null
G1511,Z172,Z30,10.0,Z190
G1512,Z83,Z28,100.0,null
G1513,Z160,Z46,1.25,Z141
G1514,Z65,Z115,10.0,null
G1515,Z160,Z46,1.25,Z40
G1700,Z116,Z70,1.25,null
G1516,Z65,Z115,10.0,null
G1517,Z160,Z46,1.25,Z20,Z40,Z141
G1519,Z65,Z115,10.0,null
G1520,Z65,Z115,10.0,null
G1521,Z46,Z102,10.0,null
G1522,Z46,Z102,10.0,null
G1266,Z116,Z70,1.25,Z190
G356,Z116,Z70,10.0,Z100,Z127
G1528,Z178,Z46,10.0,null
G1583,Z116,Z70,1.25,Z100,Z172,Z190
G1435,Z116,Z70,1.25,Z41
G1529,Z178,Z46,10.0,null
G108,Z186,Z197,10.0,null
G1530,Z178,Z46,10.0,null
G2793,Z116,Z70,10.0,Z16,Z148
G766,Z186,Z197,10.0,null
G1531,Z178,Z46,10.0,null
G2996,Z116,Z70,1.25,Z41,Z183,Z172
G1532,Z6,Z144,10.0,Z44
G1533,Z178,Z46,10.0,null
G2123,Z178,Z46,1.25,null
G2232,Z29,Z45,10.0,Z18
G1333,Z44,Z206,100.0,null
G1534,Z6,Z144,10.0,Z154
G1535,Z178,Z46,10.0,null
G1901,Z116,Z70,1.25,Z59
G1324,Z178,Z46,1.25,null
G1537,Z6,Z144,10.0,null
G1538,Z178,Z46,10.0,null
G2332,Z29,Z45,10.0,Z165
G1540,Z6,Z144,10.0,Z154
G1541,Z178,Z46,10.0,null
G1713,Z29,Z45,10.0,Z3
G2255,Z178,Z46,1.25,null
G1043,Z178,Z46,1.25,null
G1543,Z6,Z144,10.0,null
G1544,Z178,Z46,10.0,null
G310,Z178,Z46,1.25,null
G1545,Z6,Z144,10.0,null
G1546,Z178,Z46,10.0,null
G1547,Z6,Z144,10.0,Z154
G2515,Z178,Z46,10.0,null
G1548,Z6,Z144,10.0,Z44
G2781,Z178,Z46,10.0,null
G1549,Z6,Z144,10.0,null
G1550,Z6,Z144,10.0,Z44
G2881,Z116,Z70,10.0,Z12
G1557,Z178,Z46,10.0,null
G291,Z116,Z70,10.0,null
G1558,Z178,Z46,10.0,null
G1559,Z178,Z46,1.25,null
G2798,Z116,Z70,10.0,Z12,Z127
G1560,Z178,Z46,1.25,null
G2127,Z116,Z70,1.25,Z127
G2796,Z18,Z7,10.0,null
G1561,Z178,Z46,1.25,null
G1562,Z14,Z30,1.25,null
G2529,Z116,Z70,10.0,null
G1563,Z45,Z6,1.25,Z188,Z23
G1564,Z178,Z46,1.25,null
G2267,Z116,Z70,10.0,Z16,Z59,Z127
G2791,Z109,Z108,2.5,null
G608,Z116,Z70,1.25,Z0,Z148,Z172
G1565,Z45,Z6,1.25,Z129
G1566,Z178,Z46,1.25,null
G2775,Z109,Z108,2.5,null
G660,Z109,Z108,2.5,null
G1568,Z45,Z6,1.25,Z129
G1570,Z178,Z46,1.25,null
G2250,Z116,Z70,10.0,Z16
G454,Z109,Z108,2.5,null
G1571,Z45,Z6,2.5,Z142
G1572,Z178,Z46,1.25,null
G2845,Z116,Z70,10.0,Z16,Z0,Z172
G1573,Z45,Z6,2.5,null
G1574,Z178,Z46,1.25,null
G2292,Z160,Z23,10.0,Z54,Z57,Z207
G160,Z160,Z23,10.0,Z57,Z162
G1575,Z45,Z6,2.5,Z188,Z128,Z129
G1860,Z116,Z70,10.0,Z41,Z172,Z190
G903,Z186,Z197,10.0,Z45,Z99,Z78
G1576,Z45,Z6,2.5,null
G1577,Z45,Z6,2.5,Z23
G2094,Z27,Z164,10.0,null
G1578,Z45,Z6,2.5,Z188,Z142
G1701,Z186,Z197,10.0,null
G1584,Z178,Z46,1.25,null
G1585,Z178,Z46,1.25,null
G650,Z178,Z46,1.25,null
G1586,Z178,Z46,1.25,null
G1587,Z178,Z46,1.25,null
G2297,Z178,Z46,10.0,null
G1589,Z45,Z6,2.5,Z23,Z128,Z142
G1590,Z186,Z196,10.0,Z60,Z50,Z182
G1591,Z178,Z46,1.25,null
G2507,Z178,Z46,1.25,null
G1592,Z45,Z6,2.5,null
G1593,Z186,Z196,100.0,Z189,Z93
G1594,Z178,Z46,1.25,null
G1702,Z178,Z46,1.25,null
G38,Z178,Z46,1.25,null
G1595,Z186,Z196,100.0,null
G1596,Z178,Z46,1.25,null
G1597,Z109,Z197,10.0,Z105
G417,Z178,Z46,1.25,null
G1598,Z186,Z196,100.0,Z27,Z79
G1599,Z178,Z46,1.25,null
G1600,Z121,Z205,10.0,null
G1601,Z46,Z141,10.0,null
G1602,Z178,Z46,10.0,null
G1603,Z127,Z70,1.25,null
G2103,Z178,Z46,1.25,null
G949,Z178,Z46,1.25,null
G1604,Z46,Z141,10.0,null
G1605,Z178,Z46,10.0,null
G1606,Z127,Z70,1.25,null
G594,Z178,Z46,1.25,null
G1607,Z46,Z141,10.0,null
G1608,Z127,Z70,1.25,null
G1610,Z46,Z141,1.25,null
G1612,Z127,Z70,1.25,null
G2179,Z178,Z46,1.25,null
G1614,Z46,Z141,1.25,null
G1615,Z127,Z70,1.25,null
G1616,Z46,Z141,1.25,null
G1617,Z196,Z84,1.25,null
G1623,Z178,Z46,10.0,null
G1625,Z178,Z46,100.0,null
G1626,Z178,Z46,10.0,null
G1627,Z178,Z46,10.0,null
G1881,Z178,Z46,10.0,null
G1628,Z178,Z46,10.0,null
G1629,Z196,Z84,1.25,Z150,Z74
G195,Z178,Z46,10.0,null
G1631,Z178,Z46,10.0,null
G1632,Z196,Z84,1.25,Z124
G1635,Z178,Z46,10.0,null
G1636,Z196,Z84,1.25,Z69
G2449,Z178,Z46,10.0,null
G1527,Z178,Z46,10.0,null
G1637,Z178,Z46,10.0,null
G1638,Z196,Z84,1.25,null
G1639,Z178,Z46,10.0,null
G1640,Z196,Z84,1.25,null
G2161,Z178,Z46,10.0,null
G1641,Z178,Z46,10.0,null
G1642,Z196,Z84,1.25,Z150,Z208
G2463,Z178,Z46,10.0,null
G1643,Z196,Z84,10.0,Z187,Z67
G2841,Z178,Z46,10.0,null
G1644,Z196,Z84,1.25,null
G2526,Z178,Z46,10.0,null
G394,Z178,Z46,10.0,null
G1647,Z196,Z84,10.0,null
G1649,Z196,Z84,10.0,Z81,Z124,Z58
G1716,Z178,Z46,10.0,null
G428,Z178,Z46,10.0,null
G507,Z178,Z46,10.0,null
G1659,Z196,Z84,10.0,null
G1846,Z178,Z46,10.0,null
G1178,Z178,Z46,10.0,null
G1661,Z196,Z84,10.0,null
G472,Z178,Z46,10.0,null
G1662,Z196,Z84,10.0,null
G1314,Z178,Z46,10.0,null
G1663,Z196,Z84,10.0,Z81,Z182
G1665,Z196,Z84,10.0,Z187
G1973,Z178,Z46,10.0,null
G727,Z178,Z46,10.0,null
G1666,Z196,Z84,10.0,null
G1116,Z178,Z46,10.0,null
G1668,Z73,Z141,10.0,null
G1669,Z73,Z141,10.0,null
G2016,Z178,Z46,10.0,null
G1671,Z73,Z141,10.0,null
G1672,Z73,Z141,1.25,null
G485,Z178,Z46,1.25,null
G1681,Z73,Z141,1.25,null
G1682,Z73,Z141,1.25,null
G2646,Z178,Z46,1.25,null
G1684,Z73,Z141,1.25,null
G1953,Z178,Z46,1.25,null
G1686,Z73,Z141,1.25,null
G2844,Z178,Z46,1.25,null
G1687,Z73,Z141,1.25,null
G2743,Z178,Z46,1.25,null
G1688,Z18,Z197,100.0,Z55,Z53,Z175
G2138,Z178,Z46,1.25,null
G595,Z178,Z46,1.25,null
G1690,Z18,Z197,100.0,null
G1691,Z18,Z197,10.0,null
G2044,Z178,Z46,10.0,null
G1256,Z178,Z46,100.0,null
G1692,Z208,Z199,10.0,null
G1694,Z208,Z199,10.0,null
G2144,Z178,Z46,10.0,null
G2657,Z178,Z46,1.25,null
G2706,Z178,Z46,1.25,null
G1703,Z208,Z199,10.0,Z164,Z79
G2001,Z178,Z46,1.25,null
G443,Z178,Z46,1.25,null
G1704,Z208,Z199,10.0,Z131,Z38
G1705,Z146,Z20,1.25,null
G2915,Z178,Z46,1.25,null
G1706,Z45,Z70,10.0,null
G2093,Z178,Z46,1.25,null
G1707,Z45,Z70,1.25,Z91,Z123
G1740,Z46,Z207,10.0,Z141
G2625,Z178,Z46,1.25,null
G1699,Z46,Z207,10.0,Z138,Z57
G1708,Z45,Z70,1.25,Z78
G2911,Z178,Z46,1.25,null
G369,Z103,Z107,10.0,null
G1433,Z178,Z46,10.0,null
G1709,Z45,Z70,1.25,null
G1351,Z178,Z46,10.0,null
G1710,Z41,Z70,1.25,null
G2816,Z103,Z107,10.0,null
G712,Z92,Z152,100.0,null
G1711,Z29,Z142,10.0,Z165
G1458,Z172,Z30,10.0,Z190
G1712,Z115,Z11,10.0,null
G1454,Z160,Z46,1.25,Z35,Z40,Z68
G2165,Z160,Z46,1.25,null
G914,Z160,Z46,1.25,Z8
G267,Z178,Z46,10.0,null
G1718,Z115,Z11,10.0,null
G200,Z178,Z46,1.25,null
G1719,Z115,Z11,10.0,null
G1095,Z178,Z46,10.0,null
G1720,Z115,Z11,10.0,null
G1721,Z197,Z70,10.0,null
G1897,Z178,Z46,1.25,null
G1722,Z197,Z70,10.0,Z123,Z203
G2504,Z178,Z46,1.25,null
G1723,Z197,Z70,10.0,Z193,Z22,Z80
G2405,Z178,Z46,1.25,null
G1526,Z178,Z46,1.25,null
G1724,Z197,Z70,10.0,Z193
G1726,Z197,Z70,10.0,Z193,Z191,Z22
G2997,Z178,Z46,1.25,null
G1727,Z197,Z70,10.0,Z193,Z203
G2850,Z178,Z46,1.25,null
G1728,Z197,Z70,10.0,null
G2825,Z178,Z46,1.25,null
G1097,Z178,Z46,10.0,null
G1743,Z178,Z46,10.0,null
G1337,Z46,Z138,1.25,Z68
G1733,Z197,Z70,10.0,Z42,Z22
G1734,Z197,Z70,1.25,null
G2225,Z46,Z138,1.25,null
G1249,Z46,Z138,10.0,Z73,Z68
G1736,Z197,Z70,1.25,Z191,Z22,Z203
G886,Z46,Z138,10.0,Z73,Z68
G1738,Z197,Z70,10.0,Z42
G769,Z164,Z84,10.0,Z131
G1739,Z197,Z70,10.0,null
G1523,Z164,Z84,10.0,null
G1741,Z197,Z70,10.0,Z42,Z80,Z203
G1135,Z164,Z84,10.0,null
G1742,Z197,Z70,1.25,null
G204,Z164,Z84,10.0,Z131
G1745,Z197,Z70,1.25,Z191,Z42
G1746,Z197,Z70,1.25,Z193
G1747,Z197,Z70,1.25,Z203
G1287,Z178,Z46,10.0,null
G1754,Z197,Z70,1.25,Z193,Z22,Z80
G1180,Z178,Z46,10.0,null
G1756,Z197,Z70,1.25,null
G374,Z178,Z46,100.0,null
G1757,Z197,Z70,1.25,Z123,Z191,Z42
G1758,Z197,Z70,1.25,Z193,Z42,Z203
G2033,Z178,Z46,10.0,null
G340,Z178,Z46,10.0,null
G1759,Z197,Z70,1.25,Z193,Z191,Z203
G1493,Z178,Z46,10.0,null
G1760,Z197,Z70,1.25,null
G1263,Z178,Z46,10.0,null
G1761,Z197,Z70,1.25,Z193,Z123,Z80
G1319,Z178,Z46,10.0,null
G1762,Z197,Z70,1.25,Z123,Z191
G1251,Z178,Z46,10.0,null
G1766,Z197,Z70,10.0,Z123,Z42
G1767,Z197,Z70,2.5,Z193,Z42,Z22
G1120,Z178,Z46,10.0,null
G1773,Z197,Z70,1.25,Z123,Z203
G1775,Z197,Z70,1.25,Z193,Z22
G1776,Z197,Z70,1.25,Z106,Z42,Z22
G1778,Z197,Z70,1.25,Z80
G1779,Z197,Z70,10.0,Z106,Z191
G1780,Z197,Z70,10.0,Z106,Z191,Z203
G1782,Z197,Z70,10.0,null
G1783,Z70,Z197,1.25,null
G1784,Z70,Z197,1.25,Z203,Z22,Z193
G1786,Z70,Z197,100.0,Z203,Z22,Z106
G1791,Z88,Z150,10.0,null
G1792,Z149,Z126,10.0,null
G1794,Z164,Z150,10.0,Z38,Z67,Z74
G1795,Z164,Z150,10.0,null
G1796,Z111,Z157,10.0,null
G1798,Z5,Z94,10.0,null
G1799,Z5,Z94,10.0,null
G1801,Z5,Z94,10.0,null
G1803,Z70,Z197,10.0,Z191,Z123,Z193
G1805,Z5,Z94,1.25,null
G1806,Z70,Z197,10.0,Z80,Z22,Z191
G1809,Z5,Z94,1.25,null
G1810,Z70,Z197,10.0,null
G1811,Z70,Z197,10.0,null
G1812,Z70,Z197,1.25,Z106
G1813,Z70,Z197,1.25,null
G1814,Z105,Z197,10.0,Z91
G1815,Z105,Z197,10.0,null
G1817,Z105,Z197,10.0,Z63
G1818,Z105,Z197,10.0,Z91
G1826,Z158,Z110,10.0,null
G1827,Z158,Z110,10.0,null
G1828,Z158,Z110,10.0,null
G1829,Z7,Z28,10.0,null
G1830,Z7,Z28,100.0,null
G1832,Z29,Z6,1.25,Z93,Z156,Z151
G1834,Z29,Z6,1.25,null
G1835,Z29,Z6,1.25,null
G1837,Z29,Z6,1.25,null
G1840,Z29,Z6,1.25,Z24,Z184,Z151
G1847,Z29,Z6,2.5,null
G1848,Z29,Z6,1.25,null
G1850,Z29,Z6,1.25,null
G1851,Z29,Z6,10.0,Z177,Z154
G1852,Z29,Z6,10.0,null
G1853,Z29,Z6,10.0,Z206,Z154
G1854,Z29,Z6,10.0,Z189,Z156,Z206
G1855,Z29,Z6,10.0,Z156,Z206
G1856,Z29,Z6,10.0,Z49,Z206
G1857,Z29,Z6,1.25,Z118
G1866,Z29,Z6,1.25,Z189,Z159,Z206
G1867,Z29,Z6,10.0,Z118,Z206
G1869,Z29,Z6,10.0,Z159
G1870,Z29,Z6,10.0,Z93,Z49
G1871,Z29,Z6,10.0,Z159
G1873,Z29,Z6,10.0,null
G1874,Z105,Z197,10.0,Z63
G1875,Z105,Z197,10.0,Z63
G1876,Z105,Z197,10.0,null
G1877,Z105,Z197,10.0,Z63
G1884,Z105,Z197,10.0,null
G1886,Z70,Z197,1.25,Z203,Z191
G1887,Z70,Z197,1.25,Z22
G1888,Z70,Z197,10.0,Z22,Z42,Z193
G1889,Z70,Z197,10.0,null
G1890,Z70,Z197,10.0,Z22,Z123,Z106
G1891,Z70,Z197,10.0,null
G1893,Z70,Z197,100.0,Z80,Z123
G1894,Z70,Z197,1.25,Z42,Z123,Z106
G1895,Z70,Z197,1.25,Z193
G1896,Z178,Z46,10.0,null
G1902,Z197,Z70,10.0,null
G1903,Z197,Z70,10.0,Z80
G1904,Z197,Z70,10.0,Z193,Z106,Z80
G1714,Z18,Z45,1.25,null
G1905,Z197,Z70,1.25,Z193,Z106,Z123
G1252,Z18,Z45,1.25,null
G1908,Z197,Z70,1.25,null
G1204,Z18,Z45,1.25,null
G1909,Z197,Z70,1.25,Z123,Z203
G473,Z18,Z45,1.25,null
G1911,Z197,Z70,1.25,Z106,Z80
G1317,Z167,Z157,10.0,null
G1912,Z197,Z70,2.5,Z42,Z80,Z203
G810,Z12,Z183,10.0,null
G1913,Z197,Z70,10.0,Z106,Z191,Z203
G556,Z12,Z183,1.25,null
G1914,Z197,Z70,1.25,null
G1197,Z23,Z162,10.0,Z207
G1621,Z23,Z162,10.0,null
G1664,Z96,Z18,10.0,Z171
G1922,Z197,Z70,1.25,null
G1923,Z197,Z70,1.25,Z123,Z80,Z203
G1924,Z197,Z70,1.25,Z191,Z42
G1926,Z197,Z70,1.25,Z191,Z22
G2090,Z96,Z18,10.0,Z171
G739,Z96,Z18,10.0,Z45
G1927,Z197,Z70,1.25,Z22
G623,Z96,Z18,10.0,Z171
G1928,Z197,Z70,1.25,Z193,Z106,Z22
G1929,Z197,Z70,1.25,Z191
G2006,Z96,Z18,10.0,Z45
G1930,Z197,Z70,1.25,null
G2527,Z5,Z68,1.25,null
G37,Z5,Z68,10.0,null
G1931,Z197,Z70,1.25,null
G847,Z5,Z68,10.0,null
G1932,Z197,Z70,1.25,null
G1680,Z5,Z68,10.0,null
G1634,Z183,Z70,1.25,Z12,Z59,Z0
G1630,Z183,Z70,1.25,Z12,Z59,Z0
G1935,Z197,Z70,1.25,Z123,Z22
G1938,Z197,Z70,10.0,Z123
G1940,Z197,Z70,10.0,Z193,Z123,Z191
G1012,Z183,Z70,1.25,Z59
G1941,Z197,Z70,10.0,null
G1942,Z197,Z70,1.25,Z193,Z123
G2018,Z23,Z8,10.0,Z162
G288,Z180,Z147,100.0,null
G1943,Z197,Z70,1.25,Z193
