210,242,80,100.0
Z197,25
G1314,Z45,Z6,2.5,null
G1315,Z186,Z196,10.0,Z137
G2070,Z178,Z46,1.25,null
G1316,Z45,Z6,2.5,null
G1317,Z186,Z196,100.0,Z93
G1382,Z178,Z46,1.25,null
G9,Z178,Z46,1.25,null
G1318,Z186,Z196,100.0,null
G1319,Z109,Z197,10.0,Z52,Z105,Z91
G314,Z178,Z46,1.25,null
G1320,Z186,Z196,100.0,null
G1321,Z121,Z205,10.0,null
G1322,Z46,Z141,10.0,null
G1323,Z127,Z70,1.25,null
G1725,Z178,Z46,1.25,null
G751,Z178,Z46,1.25,null
G1324,Z46,Z141,10.0,null
G1325,Z127,Z70,1.25,null
G493,Z178,Z46,1.25,null
G1326,Z46,Z141,10.0,null
G1327,Z127,Z70,1.25,null
G1329,Z46,Z141,1.25,null
G1331,Z127,Z70,1.25,null
G1801,Z178,Z46,1.25,null
G1333,Z46,Z141,1.25,null
G1334,Z127,Z70,1.25,null
G1335,Z46,Z141,1.25,null
G1503,Z178,Z46,10.0,null
G111,Z178,Z46,10.0,null
G2012,Z178,Z46,10.0,null
G1276,Z178,Z46,10.0,null
G1783,Z178,Z46,10.0,null
G2026,Z178,Z46,10.0,null
G2397,Z178,Z46,10.0,null
G2089,Z178,Z46,10.0,null
G291,Z178,Z46,10.0,null
G1386,Z178,Z46,10.0,null
G325,Z178,Z46,10.0,null
G406,Z178,Z46,10.0,null
G1467,Z178,Z46,10.0,null
G941,Z178,Z46,10.0,null
G370,Z178,Z46,10.0,null
G1079,Z178,Z46,10.0,null
G1595,Z178,Z46,10.0,null
G596,Z178,Z46,10.0,null
G879,Z178,Z46,10.0,null
G1639,Z178,Z46,10.0,null
G383,Z178,Z46,1.25,null
G2210,Z178,Z46,1.25,null
G1575,Z178,Z46,1.25,null
G2400,Z178,Z46,1.25,null
G2307,Z178,Z46,1.25,null
G1760,Z178,Z46,1.25,null
G494,Z178,Z46,1.25,null
G1667,Z178,Z46,10.0,null
G1021,Z178,Z46,100.0,null
G1766,Z178,Z46,10.0,null
G2221,Z178,Z46,1.25,null
G2270,Z178,Z46,1.25,null
G1623,Z178,Z46,1.25,null
G341,Z178,Z46,1.25,null
G2451,Z178,Z46,1.25,null
G1715,Z178,Z46,1.25,null
G1396,Z46,Z207,10.0,null
G2189,Z178,Z46,1.25,null
G1379,Z46,Z207,10.0,Z68,Z20
G2447,Z178,Z46,1.25,null
G265,Z103,Z107,10.0,null
G1202,Z178,Z46,10.0,null
G1117,Z178,Z46,10.0,null
G2380,Z103,Z107,10.0,null
G589,Z92,Z152,100.0,null
G1227,Z172,Z30,10.0,null
G1223,Z160,Z46,1.25,null
G1787,Z160,Z46,1.25,null
G725,Z160,Z46,1.25,Z20
G163,Z178,Z46,10.0,null
G116,Z178,Z46,1.25,null
G858,Z178,Z46,10.0,null
G1518,Z178,Z46,1.25,null
G2067,Z178,Z46,1.25,null
G1968,Z178,Z46,1.25,null
G1275,Z178,Z46,1.25,null
G2505,Z178,Z46,1.25,null
G2406,Z178,Z46,1.25,null
G2385,Z178,Z46,1.25,null
G860,Z178,Z46,10.0,null
G1397,Z178,Z46,10.0,null
G1103,Z46,Z138,1.25,Z161
G1837,Z46,Z138,1.25,null
G1014,Z46,Z138,10.0,null
G707,Z46,Z138,10.0,null
G629,Z164,Z84,10.0,null
G1272,Z164,Z84,10.0,null
G898,Z164,Z84,10.0,null
G119,Z164,Z84,10.0,null
G1052,Z178,Z46,10.0,null
G943,Z178,Z46,10.0,null
G270,Z178,Z46,100.0,null
G1656,Z178,Z46,10.0,null
G237,Z178,Z46,10.0,null
G1252,Z178,Z46,10.0,null
G1028,Z178,Z46,10.0,null
G1086,Z178,Z46,10.0,null
G1016,Z178,Z46,10.0,null
G883,Z178,Z46,10.0,null
G1422,Z88,Z150,10.0,null
G1423,Z149,Z126,10.0,null
G1425,Z164,Z150,10.0,null
G1426,Z164,Z150,10.0,null
G1427,Z111,Z157,10.0,null
G1429,Z5,Z94,10.0,null
G1430,Z5,Z94,10.0,null
G1432,Z5,Z94,10.0,null
G1435,Z5,Z94,1.25,null
G1438,Z5,Z94,1.25,null
G1447,Z158,Z110,10.0,null
G1448,Z158,Z110,10.0,null
G1449,Z158,Z110,10.0,null
G1450,Z7,Z28,10.0,null
G1451,Z7,Z28,100.0,null
G1453,Z29,Z6,1.25,null
G1455,Z29,Z6,1.25,null
G1456,Z29,Z6,1.25,Z96,Z189,Z151
G1458,Z29,Z6,1.25,null
G1461,Z29,Z6,1.25,null
G1468,Z29,Z6,2.5,null
G1469,Z29,Z6,1.25,null
G1471,Z29,Z6,1.25,null
G1472,Z29,Z6,10.0,null
G1473,Z29,Z6,10.0,null
G1474,Z29,Z6,10.0,null
G1475,Z29,Z6,10.0,null
G1476,Z29,Z6,10.0,null
G1477,Z29,Z6,10.0,Z177,Z156
G1478,Z29,Z6,1.25,null
G1487,Z29,Z6,1.25,Z189,Z184,Z206
G1488,Z29,Z6,10.0,null
G1490,Z29,Z6,10.0,null
G1491,Z29,Z6,10.0,null
G1492,Z29,Z6,10.0,null
G1494,Z29,Z6,10.0,null
G1495,Z105,Z197,10.0,null
G1496,Z105,Z197,10.0,null
G1497,Z105,Z197,10.0,null
G1498,Z105,Z197,10.0,null
G1506,Z105,Z197,10.0,null
G1508,Z70,Z197,1.25,Z42,Z191
G1509,Z70,Z197,1.25,null
G1510,Z70,Z197,10.0,null
G1511,Z70,Z197,10.0,Z203,Z191
G1512,Z70,Z197,10.0,null
G1513,Z70,Z197,10.0,null
G1515,Z70,Z197,100.0,null
G1516,Z70,Z197,1.25,null
G1517,Z70,Z197,1.25,null
G1523,Z197,Z70,10.0,null
G1524,Z197,Z70,10.0,null
G1525,Z197,Z70,10.0,null
G1384,Z18,Z45,1.25,null
G1527,Z197,Z70,1.25,null
G1017,Z18,Z45,1.25,null
G1529,Z197,Z70,1.25,null
G968,Z18,Z45,1.25,null
G1531,Z197,Z70,1.25,null
G371,Z18,Z45,1.25,null
G1532,Z197,Z70,1.25,null
G1083,Z167,Z157,10.0,null
G1533,Z197,Z70,2.5,null
G658,Z12,Z183,10.0,null
G1534,Z197,Z70,10.0,null
G455,Z12,Z183,1.25,null
G1535,Z197,Z70,1.25,null
G961,Z23,Z162,10.0,null
G1339,Z23,Z162,10.0,null
G1359,Z96,Z18,10.0,null
G1544,Z197,Z70,1.25,null
G1545,Z197,Z70,1.25,Z193,Z106,Z42
G1546,Z197,Z70,1.25,Z193,Z123
G1548,Z197,Z70,1.25,null
G1712,Z96,Z18,10.0,null
G607,Z96,Z18,10.0,null
G1549,Z197,Z70,1.25,Z42,Z22,Z203
G522,Z96,Z18,10.0,null
G1550,Z197,Z70,1.25,null
G1551,Z197,Z70,1.25,null
G1628,Z96,Z18,10.0,Z45
G1552,Z197,Z70,1.25,null
G2090,Z5,Z68,1.25,null
G8,Z5,Z68,10.0,null
G1553,Z197,Z70,1.25,null
G680,Z5,Z68,10.0,null
G1554,Z197,Z70,1.25,null
G1370,Z5,Z68,10.0,null
G1344,Z183,Z70,1.25,null
G1342,Z183,Z70,1.25,null
G1558,Z197,Z70,1.25,null
G1560,Z197,Z70,10.0,null
G1562,Z197,Z70,10.0,null
G794,Z183,Z70,1.25,Z0,Z190
G1563,Z197,Z70,10.0,null
G1564,Z197,Z70,1.25,null
G1641,Z23,Z8,10.0,null
G184,Z180,Z147,100.0,null
G1565,Z197,Z70,1.25,null
G1439,Z96,Z6,10.0,null
G1566,Z197,Z70,10.0,null
G821,Z96,Z6,10.0,null
G1568,Z197,Z70,10.0,null
G1019,Z96,Z6,10.0,null
G1569,Z197,Z70,10.0,null
G1098,Z96,Z6,10.0,null
G1571,Z197,Z70,10.0,null
G1008,Z96,Z6,10.0,null
G1194,Z96,Z6,10.0,null
G612,Z39,Z68,10.0,null
G1579,Z197,Z70,10.0,null
G1580,Z197,Z70,10.0,null
G1581,Z197,Z70,10.0,null
G346,Z189,Z24,10.0,null
G1582,Z197,Z70,10.0,null
G390,Z189,Z24,10.0,null
G1583,Z115,Z11,10.0,null
G1585,Z115,Z11,10.0,null
G2030,Z189,Z24,10.0,null
G1421,Z189,Z24,10.0,null
G1586,Z115,Z11,10.0,null
G1588,Z115,Z11,10.0,null
G2083,Z46,Z6,10.0,null
G414,Z46,Z6,10.0,null
G1590,Z29,Z142,10.0,null
G1591,Z41,Z70,1.25,null
G2435,Z46,Z6,1.25,null
G2184,Z46,Z6,1.25,null
G2208,Z46,Z6,1.25,null
G1340,Z46,Z6,10.0,null
G1598,Z45,Z70,1.25,null
G1600,Z45,Z70,1.25,null
G1602,Z45,Z70,1.25,null
G1603,Z45,Z70,10.0,null
G1839,Z46,Z6,10.0,null
G1604,Z146,Z20,1.25,null
G2303,Z46,Z6,1.25,null
G1606,Z208,Z199,10.0,null
G2326,Z46,Z6,1.25,null
G1607,Z208,Z199,10.0,null
G2167,Z46,Z6,1.25,null
G1608,Z208,Z199,10.0,null
G2222,Z46,Z6,1.25,null
G1610,Z208,Z199,10.0,null
G2337,Z46,Z6,1.25,null
G1443,Z46,Z6,1.25,null
G1611,Z18,Z197,10.0,null
G2154,Z46,Z6,1.25,null
G77,Z46,Z6,1.25,null
G1966,Z46,Z6,1.25,null
G1293,Z46,Z6,1.25,null
G624,Z46,Z6,1.25,null
G1724,Z46,Z6,1.25,null
G1354,Z46,Z6,1.25,null
G1747,Z146,Z46,1.25,null
G317,Z143,Z122,100.0,null
G28,Z135,Z93,10.0,null
G1952,Z135,Z93,10.0,null
G1502,Z135,Z93,10.0,null
G1990,Z135,Z93,10.0,null
G2350,Z196,Z70,10.0,null
G1897,Z196,Z70,10.0,Z95
G82,Z196,Z70,10.0,null
G706,Z196,Z70,10.0,null
G736,Z196,Z70,2.5,null
G2170,Z196,Z70,10.0,null
G1249,Z196,Z70,10.0,null
G1176,Z196,Z70,10.0,null
G1780,Z186,Z23,10.0,null
G1576,Z186,Z23,10.0,null
G2071,Z39,Z73,10.0,null
G483,Z132,Z160,100.0,null
G330,Z186,Z23,10.0,null
G1972,Z168,Z143,100.0,null
G349,Z186,Z23,10.0,Z128
G2190,Z23,Z138,1.25,null
G64,Z107,Z205,10.0,null
G1994,Z186,Z23,10.0,null
G362,Z196,Z84,1.25,null
G1486,Z186,Z23,10.0,null
G606,Z196,Z84,1.25,null
G1620,Z186,Z23,10.0,Z128
G329,Z186,Z23,10.0,null
G1578,Z196,Z84,1.25,null
G587,Z186,Z23,10.0,null
G1538,Z196,Z84,1.25,null
G1740,Z186,Z23,10.0,Z142
G908,Z196,Z84,1.25,null
G1642,Z186,Z23,10.0,null
G822,Z186,Z23,10.0,Z129
G283,Z186,Z23,10.0,null
G1159,Z29,Z45,1.25,null
G296,Z29,Z45,10.0,null
G749,Z186,Z23,10.0,null
G892,Z29,Z45,1.25,null
G1986,Z47,Z95,10.0,null
G1066,Z29,Z45,1.25,null
G1374,Z123,Z193,2.5,null
G328,Z29,Z45,1.25,null
G1645,Z46,Z141,1.25,null
G1843,Z123,Z193,2.5,null
G339,Z29,Z45,1.25,Z18
G1646,Z46,Z141,1.25,null
G2438,Z123,Z193,2.5,Z106
G181,Z152,Z132,100.0,null
G1648,Z46,Z141,1.25,null
G2358,Z123,Z193,2.5,null
G1593,Z29,Z45,1.25,Z3
G1649,Z46,Z141,1.25,null
G2367,Z123,Z193,2.5,null
G1228,Z78,Z18,10.0,null
G1356,Z123,Z193,2.5,null
G1651,Z162,Z6,1.25,null
G1023,Z78,Z18,10.0,null
G1652,Z23,Z128,10.0,null
G2127,Z123,Z193,2.5,null
G1653,Z72,Z89,10.0,null
G1654,Z164,Z6,10.0,null
G1655,Z164,Z6,10.0,null
G1657,Z164,Z6,10.0,null
G1149,Z196,Z84,10.0,null
G71,Z196,Z84,10.0,null
G70,Z123,Z193,2.5,null
G1259,Z196,Z84,10.0,null
G307,Z123,Z193,10.0,null
G829,Z196,Z84,10.0,null
G792,Z196,Z84,10.0,null
G931,Z68,Z73,1.25,null
G960,Z73,Z141,10.0,null
G1444,Z68,Z73,1.25,null
G221,Z73,Z141,10.0,null
G773,Z68,Z73,1.25,null
G1669,Z164,Z6,10.0,null
G566,Z73,Z141,1.25,null
G1152,Z68,Z73,1.25,null
G1670,Z164,Z6,10.0,null
G1436,Z73,Z141,10.0,null
G1671,Z46,Z196,1.25,null
G2441,Z68,Z73,10.0,null
G1672,Z23,Z207,10.0,null
G2329,Z68,Z73,10.0,null
G245,Z68,Z73,10.0,null
G402,Z73,Z141,1.25,null
G1673,Z159,Z118,100.0,null
G1048,Z6,Z30,1.25,Z91,Z191
G1674,Z46,Z35,10.0,null
G1676,Z164,Z79,10.0,null
G1678,Z164,Z79,10.0,null
G1680,Z164,Z79,10.0,null
G1681,Z164,Z79,10.0,null
G435,Z196,Z84,1.25,null
G210,Z196,Z84,1.25,null
G1800,Z196,Z84,1.25,null
G1597,Z196,Z84,1.25,null
G1687,Z164,Z79,10.0,null
G2405,Z196,Z84,10.0,null
G392,Z196,Z84,1.25,null
G1689,Z164,Z79,10.0,null
G678,Z196,Z84,10.0,null
G1690,Z164,Z79,10.0,null
G199,Z196,Z84,1.25,null
G1691,Z135,Z144,10.0,null
G795,Z196,Z84,10.0,null
G1693,Z98,Z85,10.0,null
G287,Z196,Z84,10.0,null
G1694,Z57,Z162,1.25,null
G1695,Z57,Z162,1.25,null
G1696,Z23,Z70,10.0,null
G1697,Z23,Z70,10.0,null
G1698,Z23,Z70,10.0,null
G1969,Z208,Z199,10.0,null
G146,Z45,Z70,10.0,null
G1878,Z146,Z20,1.25,null
G958,Z45,Z70,1.25,null
G1587,Z45,Z70,1.25,null
G1626,Z41,Z70,1.25,null
G227,Z45,Z70,1.25,null
G1701,Z18,Z196,10.0,null
G1056,Z115,Z11,10.0,null
G1703,Z160,Z35,10.0,null
G1128,Z29,Z142,10.0,null
G1704,Z160,Z35,1.25,null
G1705,Z164,Z84,10.0,null
G1025,Z115,Z11,10.0,null
G1706,Z164,Z84,10.0,null
G1708,Z164,Z84,10.0,null
G1709,Z164,Z84,10.0,null
G1711,Z164,Z84,10.0,null
G1713,Z164,Z84,10.0,Z131
G1714,Z164,Z84,10.0,null
G1428,Z73,Z141,1.25,null
G1536,Z73,Z141,1.25,null
G202,Z73,Z141,1.25,null
G2004,Z73,Z141,1.25,null
G1721,Z164,Z84,10.0,null
G1823,Z18,Z197,100.0,null
G484,Z18,Z197,100.0,null
G1723,Z164,Z84,10.0,null
G635,Z208,Z199,10.0,null
G1726,Z164,Z84,10.0,null
G999,Z18,Z197,10.0,null
G1728,Z164,Z84,10.0,Z131
G1408,Z208,Z199,10.0,null
G1729,Z164,Z84,10.0,null
G1526,Z208,Z199,10.0,null
G1730,Z164,Z84,10.0,null
G1731,Z164,Z84,10.0,Z131
G1734,Z164,Z84,10.0,null
G1736,Z164,Z84,10.0,null
G1737,Z164,Z84,10.0,null
G652,Z197,Z70,1.25,Z193,Z106
G193,Z197,Z70,10.0,null
G154,Z197,Z70,1.25,null
G657,Z197,Z70,10.0,null
G98,Z197,Z70,10.0,null
G1024,Z197,Z70,1.25,Z193,Z22,Z203
G1260,Z197,Z70,1.25,Z42,Z22,Z203
G1750,Z46,Z138,10.0,null
G798,Z197,Z70,1.25,null
G1751,Z46,Z138,10.0,Z40,Z145,Z161
G1087,Z197,Z70,1.25,Z22
G1752,Z46,Z138,1.25,null
G1753,Z46,Z138,1.25,null
G1507,Z197,Z70,1.25,null
G1754,Z178,Z46,10.0,null
G1755,Z178,Z46,10.0,null
G1756,Z178,Z46,10.0,null
G1757,Z178,Z46,10.0,null
G1758,Z178,Z46,10.0,null
G1759,Z178,Z46,10.0,null
G249,Z115,Z11,10.0,null
G939,Z115,Z11,10.0,null
G788,Z197,Z70,10.0,null
G1144,Z197,Z70,10.0,null
G257,Z197,Z70,10.0,null
G1767,Z178,Z46,10.0,null
G338,Z197,Z70,10.0,null
G1768,Z178,Z46,10.0,null
G1390,Z197,Z70,10.0,null
G1769,Z178,Z46,10.0,null
G861,Z197,Z70,10.0,null
G1770,Z178,Z46,10.0,null
G1241,Z197,Z70,10.0,null
G1772,Z178,Z46,100.0,null
G1157,Z197,Z70,10.0,null
G1773,Z178,Z46,10.0,null
G1775,Z178,Z46,10.0,null
G1776,Z178,Z46,10.0,null
G1777,Z178,Z46,1.25,null
G1779,Z178,Z46,1.25,null
G1906,Z197,Z70,1.25,null
G1441,Z197,Z70,1.25,null
G947,Z197,Z70,1.25,null
G1528,Z164,Z84,10.0,null
G1601,Z197,Z70,10.0,null
G1460,Z197,Z70,10.0,Z193,Z191,Z80
G7,Z164,Z84,10.0,null
G902,Z70,Z197,1.25,null
G424,Z197,Z70,10.0,Z22,Z203
G1786,Z178,Z46,1.25,null
G1880,Z164,Z84,10.0,null
G289,Z160,Z35,10.0,null
G1789,Z178,Z46,1.25,null
G2145,Z70,Z197,100.0,null
G1064,Z160,Z35,1.25,null
G1301,Z70,Z197,1.25,null
G1790,Z178,Z46,1.25,null
G1791,Z178,Z46,1.25,null
G2500,Z23,Z70,10.0,null
G588,Z18,Z196,10.0,null
G1505,Z70,Z197,10.0,null
G1792,Z178,Z46,1.25,null
G1793,Z178,Z46,1.25,null
G2279,Z23,Z70,10.0,Z197,Z42
G1794,Z178,Z46,1.25,null
G2403,Z23,Z70,10.0,null
G1795,Z178,Z46,1.25,null
G770,Z57,Z162,1.25,null
G1796,Z178,Z46,1.25,null
G1797,Z178,Z46,1.25,null
G1661,Z197,Z70,1.25,null
G355,Z197,Z70,1.25,null
G465,Z197,Z70,1.25,null
G1722,Z197,Z70,1.25,null
G746,Z197,Z70,1.25,Z193,Z42,Z80
G837,Z164,Z84,10.0,null
G1803,Z178,Z46,1.25,null
G485,Z197,Z70,1.25,null
G1404,Z164,Z84,10.0,null
G1804,Z178,Z46,1.25,null
G584,Z164,Z84,10.0,Z131
G1361,Z197,Z70,10.0,null
G1805,Z178,Z46,1.25,null
G375,Z164,Z84,10.0,null
G1294,Z197,Z70,1.25,null
G1806,Z178,Z46,1.25,null
G769,Z197,Z70,1.25,null
G1636,Z164,Z84,10.0,null
G1807,Z18,Z197,100.0,null
G1808,Z178,Z46,10.0,null
G246,Z197,Z70,2.5,null
G1605,Z164,Z84,10.0,null
G1809,Z18,Z197,100.0,null
G1810,Z178,Z46,10.0,null
G1811,Z73,Z141,1.25,null
G1812,Z178,Z46,10.0,null
G2425,Z164,Z84,10.0,null
G1813,Z73,Z141,1.25,null
G1814,Z178,Z46,10.0,null
G2192,Z164,Z84,10.0,null
G1815,Z73,Z141,1.25,null
G1816,Z178,Z46,10.0,null
G2059,Z164,Z84,10.0,null
G1817,Z73,Z141,1.25,null
G1818,Z178,Z46,10.0,null
G2335,Z164,Z84,10.0,null
G1819,Z73,Z141,1.25,null
G1820,Z73,Z141,1.25,null
G1821,Z73,Z141,10.0,null
G1822,Z73,Z141,10.0,null
G1224,Z46,Z35,10.0,null
G540,Z23,Z207,10.0,null
G1662,Z159,Z118,100.0,null
G565,Z164,Z6,10.0,null
G1827,Z46,Z103,1.25,null
G2272,Z46,Z196,1.25,Z162,Z110,Z182
G882,Z164,Z6,10.0,null
G1829,Z46,Z103,1.25,null
G408,Z164,Z6,10.0,null
G1830,Z46,Z103,1.25,Z138,Z121,Z205
G728,Z164,Z6,10.0,null
G1831,Z49,Z24,10.0,null
G1520,Z164,Z6,10.0,null
G1832,Z49,Z24,10.0,null
G1833,Z49,Z24,10.0,null
G841,Z72,Z89,10.0,null
G1834,Z49,Z24,10.0,null
G1835,Z207,Z83,100.0,null
G1838,Z23,Z205,10.0,Z54,Z35,Z121
G1840,Z177,Z29,2.5,null
G1002,Z98,Z85,10.0,null
G1283,Z57,Z162,1.25,null
G268,Z164,Z79,10.0,null
G1846,Z177,Z29,2.5,null
G1848,Z177,Z29,2.5,null
G2498,Z135,Z144,10.0,null
G1412,Z164,Z79,10.0,null
G1849,Z177,Z29,2.5,null
G919,Z164,Z79,10.0,null
G1850,Z177,Z29,2.5,null
G1096,Z164,Z79,10.0,null
G1851,Z177,Z29,2.5,null
G240,Z164,Z79,10.0,null
G1853,Z177,Z29,2.5,null
G1240,Z164,Z79,10.0,null
G1854,Z177,Z29,2.5,null
G974,Z164,Z79,10.0,null
G1855,Z177,Z29,10.0,null
G1856,Z46,Z45,1.25,null
G1858,Z154,Z144,10.0,null
G321,Z46,Z141,10.0,null
G224,Z121,Z205,10.0,null
G2064,Z46,Z141,10.0,null
G506,Z45,Z6,2.5,null
G78,Z109,Z197,10.0,null
G1866,Z8,Z20,10.0,null
G1867,Z0,Z16,10.0,null
G2118,Z45,Z6,2.5,null
G1398,Z45,Z6,2.5,null
G1868,Z18,Z99,10.0,null
G1870,Z18,Z99,10.0,null
G2171,Z45,Z6,2.5,null
G275,Z45,Z6,2.5,null
G1871,Z18,Z99,10.0,null
G1873,Z186,Z29,10.0,null
G1874,Z186,Z29,10.0,null
G2219,Z45,Z6,2.5,null
G1875,Z186,Z29,100.0,null
G1877,Z186,Z29,100.0,null
G1879,Z0,Z148,10.0,null
G1860,Z162,Z6,1.25,null
G2399,Z23,Z128,10.0,null
G582,Z46,Z141,1.25,null
G1888,Z0,Z148,1.25,null
G1727,Z46,Z141,1.25,null
G1889,Z23,Z18,10.0,null
G783,Z46,Z141,1.25,null
G1890,Z33,Z182,100.0,null
G331,Z46,Z141,1.25,null
G1891,Z197,Z30,1.25,null
G935,Z46,Z141,1.25,null
G1892,Z197,Z30,1.25,null
G1452,Z46,Z141,1.25,null
G1893,Z197,Z30,1.25,null
G1894,Z197,Z30,10.0,null
G2033,Z46,Z141,10.0,null
G381,Z46,Z141,1.25,null
G1895,Z183,Z116,10.0,null
G1896,Z196,Z164,100.0,null
G1898,Z196,Z164,100.0,null
G447,Z6,Z144,10.0,null
G327,Z6,Z144,10.0,null
G859,Z6,Z144,10.0,null
G2349,Z6,Z144,10.0,null
G1907,Z196,Z164,10.0,null
G1908,Z46,Z6,1.25,Z8,Z57,Z129
G2311,Z6,Z144,10.0,null
G1346,Z6,Z144,10.0,null
G1910,Z196,Z164,10.0,null
G1911,Z46,Z6,1.25,null
G1913,Z196,Z164,10.0,null
G1914,Z46,Z6,1.25,null
G2482,Z6,Z144,10.0,null
G1341,Z6,Z144,10.0,null
G1915,Z196,Z164,10.0,Z88,Z150,Z208
G1916,Z46,Z6,1.25,null
G1917,Z103,Z205,10.0,null
G1918,Z46,Z6,1.25,null
G2079,Z6,Z144,10.0,null
G1919,Z103,Z205,10.0,null
G1920,Z46,Z6,1.25,null
G776,Z6,Z144,10.0,null
G1922,Z103,Z205,10.0,null
G1923,Z46,Z6,1.25,Z162
G1924,Z103,Z205,1.25,null
G1925,Z46,Z6,1.25,null
G1926,Z46,Z6,1.25,null
G1927,Z114,Z140,10.0,null
G1928,Z46,Z6,1.25,null
G1929,Z74,Z84,2.5,null
G2418,Z45,Z6,2.5,null
G2503,Z45,Z6,2.5,null
G998,Z45,Z6,1.25,null
G1939,Z46,Z6,1.25,null
G1198,Z45,Z6,1.25,null
G1940,Z46,Z6,1.25,null
G1630,Z14,Z30,1.25,null
G1941,Z46,Z6,1.25,null
G1053,Z45,Z6,1.25,null
G1943,Z46,Z6,10.0,null
G1640,Z6,Z144,10.0,null
G1944,Z46,Z6,10.0,null
G358,Z6,Z144,10.0,null
G1945,Z46,Z6,1.25,null
G570,Z6,Z144,10.0,null
G1946,Z46,Z6,1.25,null
G1761,Z6,Z144,10.0,null
G1947,Z46,Z6,1.25,null
G1948,Z46,Z6,10.0,Z73,Z20,Z128
G1949,Z46,Z6,10.0,null
G1615,Z103,Z70,1.25,null
G334,Z103,Z70,1.25,null
G1634,Z103,Z70,1.25,null
G54,Z136,Z84,10.0,null
G1955,Z189,Z24,10.0,null
G2387,Z82,Z6,10.0,null
G1956,Z189,Z24,10.0,null
G2383,Z136,Z84,10.0,null
G1957,Z189,Z24,10.0,null
G1984,Z136,Z84,10.0,null
G1881,Z136,Z84,10.0,null
G1959,Z189,Z24,10.0,null
G1960,Z39,Z68,10.0,null
G2356,Z136,Z84,10.0,null
G1961,Z96,Z6,10.0,null
G160,Z136,Z84,10.0,null
G1962,Z96,Z6,10.0,null
G1963,Z96,Z6,10.0,null
G1964,Z96,Z6,10.0,Z151,Z206,Z154
G1965,Z96,Z6,10.0,null
G2334,Z172,Z148,10.0,null
G923,Z172,Z148,1.25,null
G1629,Z18,Z111,10.0,Z104
G1973,Z96,Z6,10.0,Z135,Z24,Z118
G1974,Z180,Z147,100.0,null
G2076,Z18,Z111,10.0,null
G778,Z46,Z30,1.25,null
G1975,Z23,Z8,10.0,null
G1594,Z18,Z111,10.0,null
G1976,Z183,Z70,1.25,null
G497,Z46,Z30,10.0,Z54,Z104,Z22
G1977,Z183,Z70,1.25,null
G74,Z46,Z30,1.25,null
G1978,Z183,Z70,1.25,null
G1979,Z5,Z68,10.0,null
G2152,Z103,Z70,1.25,null
G144,Z194,Z53,10.0,null
G1981,Z5,Z68,10.0,null
G1982,Z5,Z68,10.0,null
G1983,Z5,Z68,1.25,null
G1991,Z96,Z18,10.0,null
G1993,Z96,Z18,10.0,null
G1996,Z96,Z18,10.0,null
G1997,Z96,Z18,10.0,null
G1998,Z96,Z18,10.0,Z45
G1999,Z23,Z162,10.0,null
G2000,Z23,Z162,10.0,null
G2001,Z12,Z183,1.25,null
G2002,Z12,Z183,10.0,null
G2003,Z167,Z157,10.0,null
G2013,Z18,Z45,1.25,null
G2015,Z18,Z45,1.25,null
G2016,Z18,Z45,1.25,null
G2017,Z18,Z45,1.25,null
G2018,Z18,Z45,1.25,null
G2019,Z18,Z45,1.25,null
G2020,Z18,Z45,1.25,null
G2021,Z18,Z45,1.25,null
G2022,Z18,Z45,1.25,null
G2023,Z18,Z45,1.25,null
G2032,Z18,Z45,1.25,null
G2034,Z18,Z45,1.25,null
G2035,Z18,Z45,1.25,null
G2036,Z18,Z45,1.25,null
G2039,Z18,Z45,1.25,null
G2040,Z18,Z45,1.25,null
G2041,Z18,Z45,10.0,null
G2043,Z18,Z45,10.0,null
G2044,Z18,Z45,10.0,null
G2047,Z146,Z35,1.25,null
G2052,Z47,Z65,10.0,null
G2053,Z47,Z65,10.0,null
G2054,Z47,Z65,10.0,null
G2055,Z23,Z103,1.25,null
G2056,Z23,Z103,10.0,null
G2057,Z123,Z22,10.0,null
G2060,Z68,Z40,1.25,null
G2061,Z68,Z40,1.25,null
G2065,Z68,Z40,1.25,null
G2066,Z68,Z40,1.25,null
G2073,Z68,Z40,10.0,null
G2075,Z67,Z182,100.0,null
G2077,Z183,Z22,1.25,null
G2080,Z186,Z150,100.0,null
G2081,Z75,Z46,10.0,Z178
G2082,Z75,Z46,10.0,null
G2084,Z75,Z46,10.0,null
G2085,Z75,Z46,10.0,null
G2087,Z186,Z70,10.0,null
G2088,Z186,Z70,10.0,null
G2093,Z146,Z6,1.25,Z35
G2094,Z146,Z6,1.25,null
G2095,Z41,Z66,10.0,null
G2097,Z41,Z66,1.25,null
G2098,Z56,Z130,100.0,null
G2099,Z13,Z90,100.0,null
G2100,Z23,Z45,10.0,null
G2101,Z23,Z45,2.5,null
G2102,Z186,Z70,10.0,null
G2103,Z23,Z45,2.5,null
G2104,Z70,Z186,100.0,null
G2105,Z23,Z45,2.5,null
G2106,Z70,Z186,100.0,null
G2107,Z186,Z70,1.25,Z129,Z53,Z197
G2109,Z186,Z70,1.25,null
G2110,Z186,Z70,1.25,null
G2111,Z186,Z70,1.25,null
G2112,Z116,Z148,1.25,null
G2113,Z186,Z196,10.0,null
G2114,Z186,Z196,10.0,Z118,Z133
G2116,Z23,Z45,2.5,null
G2117,Z23,Z45,2.5,null
